id,title,year,type,num_subscription_services,has_subscription,exclusive,rent_buy_only,cinema_only,subscription_services,monetization_types
tm1598352,Send Help,2026,movie,2,true,false,false,false,Disney+|Hulu,BUY|CINEMA|FLATRATE|RENT
tm1602729,"Good Luck, Have Fun, Don't Die",2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1457585,The Super Mario Galaxy Movie,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1520393,Hoppers,2026,movie,1,true,true,false,false,Disney+,BUY|CINEMA|FLATRATE|RENT
tm1610095,The Sheep Detectives,2026,movie,0,false,false,false,false,,BUY|CINEMA
tm1856965,Over Your Dead Body,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1591329,The Drama,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1635677,The Devil Wears Prada 2,2026,movie,0,false,false,false,true,,CINEMA
tm1645069,Ready or Not: Here I Come,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1875155,They Will Kill You,2026,movie,1,true,true,false,false,Max,BUY|CINEMA|FLATRATE|RENT
tm1458418,The Bride!,2026,movie,1,true,true,false,false,Max,BUY|CINEMA|FLATRATE|RENT
tm1506526,Mortal Kombat II,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1942487,Ladies First,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm2867265,Office Romance,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1276703,Nirvanna the Band the Show the Movie,2026,movie,0,false,false,true,false,,BUY|RENT
tm1908323,I Love Boosters,2026,movie,0,false,false,false,true,,CINEMA
tm1502962,GOAT,2026,movie,1,true,true,false,false,Netflix,BUY|CINEMA|FLATRATE|RENT
tm1365822,Cold Storage,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1589869,How to Make a Killing,2026,movie,0,false,false,true,false,,BUY|RENT
tm1945120,Mike & Nick & Nick & Alice,2026,movie,2,true,false,false,false,Disney+|Hulu,FLATRATE
tm1656960,The Christophers,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1617839,The Breadwinner,2026,movie,0,false,false,false,false,,BUY|CINEMA
tm1393336,Toy Story 5,2026,movie,0,false,false,false,true,,CINEMA
tm1472679,Scary Movie,2026,movie,0,false,false,false,true,,CINEMA
tm1642373,Solo Mio,2026,movie,1,true,true,false,false,Angel Studios,BUY|CINEMA|FLATRATE|RENT
tm1924970,Forbidden Fruits,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1583631,Power Ballad,2026,movie,0,false,false,false,true,,CINEMA
tm1672734,Mile End Kicks,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1656229,Buffet Infinity,2026,movie,0,false,false,true,false,,BUY|RENT
tm1509524,Swapped,2026,movie,1,true,true,false,false,Netflix,CINEMA|FLATRATE
tm1544340,Outcome,2026,movie,1,true,true,false,false,Apple TV+,FLATRATE
tm1950138,Pizza Movie,2026,movie,2,true,false,false,false,Disney+|Hulu,FLATRATE
tm1627286,"You, Me & Tuscany",2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1970467,Roommates,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1900049,The Moment,2026,movie,1,true,true,false,false,Max,BUY|CINEMA|FLATRATE|RENT
tm1928868,The Invite,2026,movie,0,false,false,false,true,,CINEMA
tm2861041,The Roast of Kevin Hart,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1978758,Balls Up,2026,movie,1,true,true,false,false,Amazon Prime Video,FLATRATE
tm2877045,Gary,2026,movie,1,true,true,false,false,Hulu,FLATRATE
tm1646324,Toaster,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1977231,Busboys,2026,movie,0,false,false,true,false,,BUY|RENT
tm1588221,Slanted,2026,movie,1,true,true,false,false,Paramount+,BUY|CINEMA|FLATRATE|RENT
tm1588197,Fantasy Life,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1920454,Stop! That! Train!,2026,movie,0,false,false,false,false,,BUY|CINEMA
tm1961056,Teenage Sex and Death at Camp Miasma,2026,movie,0,false,false,false,false,,
tm1449056,Animal Farm,2026,movie,1,true,true,false,false,Angel Studios,BUY|CINEMA|FLATRATE|RENT
tm1572652,The Pout-Pout Fish,2026,movie,1,true,true,false,false,Amazon Prime Video,BUY|CINEMA|FLATRATE|FREE|RENT
tm1932225,The Wrecking Crew,2026,movie,1,true,true,false,false,Amazon Prime Video,BUY|FLATRATE|RENT
tm1624384,"Our Hero, Balthazar",2026,movie,0,false,false,false,true,,CINEMA
tm2859354,Voicemails for Isabelle,2026,movie,0,false,false,false,false,,
ts446463,Widow's Bay,2026,show,1,true,true,false,false,Apple TV+,FLATRATE
ts470832,Maximum Pleasure Guaranteed,2026,show,1,true,true,false,false,Apple TV+,FLATRATE|FREE
ts419484,Margo's Got Money Troubles,2026,show,1,true,true,false,false,Apple TV+,FLATRATE|FREE
ts440297,Rooster,2026,show,1,true,true,false,false,Max,BUY|FLATRATE
ts455747,The Other Bennet Sister,2026,show,1,true,true,false,false,BritBox,FLATRATE
ts446649,The Audacity,2026,show,2,true,false,false,false,AMC+|Amazon Prime Video,BUY|FLATRATE|FREE
ts174637,Not Suitable for Work,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts526545,Alice and Steve,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts360501,DTF St. Louis,2026,show,1,true,true,false,false,Max,BUY|FLATRATE
ts479455,Big Mistakes,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts517900,Jury Duty Presents: Company Retreat,2026,show,0,false,false,false,false,,
ts456569,Teach You a Lesson,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts444335,The WONDERfools,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts436968,Regular Show: The Lost Tapes,2026,show,3,true,false,false,false,Disney+|Hulu|Max,BUY|FLATRATE
ts400321,How to Get to Heaven from Belfast,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts346947,Wonder Man,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts426499,The Miniature Wife,2026,show,1,true,true,false,false,Peacock,FLATRATE
ts488409,Scrubs,2026,show,2,true,false,false,false,Disney+|Hulu,BUY|FLATRATE|FREE
ts479260,The Fall and Rise of Reggie Dinkins,2026,show,1,true,true,false,false,Peacock,ADS|BUY|FLATRATE|FREE
ts502088,RJ Decker,2026,show,2,true,false,false,false,Disney+|Hulu,BUY|FLATRATE
ts442979,Bait,2026,show,1,true,true,false,false,Amazon Prime Video,FLATRATE
ts479010,Best Medicine,2026,show,3,true,false,false,false,Disney+|FOX One|Hulu,BUY|FLATRATE|FREE
ts524651,This Is a Gardening Show,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts454466,The 'Burbs,2026,show,1,true,true,false,false,Peacock,BUY|FLATRATE
ts461513,Perfect Crown,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts482891,Mating Season,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts502943,My Royal Nemesis,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts488719,Smoking Behind the Supermarket with You,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts99323,The Killer Among Us,2026,show,1,true,true,false,false,Peacock,BUY|FLATRATE
ts477898,Doctor on the Edge,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts473465,Stuart Fails to Save the Universe,2026,show,0,false,false,false,false,,
ts440586,The Hawk,2026,show,0,false,false,false,false,,
ts463312,Malcolm in the Middle: Life's Still Unfair,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts471040,Vladimir,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts516143,Funny AF with Kevin Hart,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts445804,"If It's Tuesday, It's Murder",2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts435066,Kevin,2026,show,1,true,true,false,false,Amazon Prime Video,FLATRATE
ts456325,Kacken an der Havel,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts516394,Sold out on You,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts444322,Rooster Fighter,2026,show,2,true,false,false,false,Disney+|Hulu,BUY|FLATRATE
ts465564,Phantom Lawyer,2026,show,3,true,false,false,false,Kocowa|Netflix|Rakuten Viki,ADS|FLATRATE
ts496181,KILL BLUE,2026,show,4,true,false,false,false,Amazon Prime Video|Crunchyroll|Netflix|Rakuten Viki,ADS|FLATRATE
ts487323,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",2026,show,0,false,false,false,false,,
ts468311,American Classic,2026,show,1,true,true,false,false,MGM+,FLATRATE
ts476517,Saturday Night Live UK,2026,show,1,true,true,false,false,Peacock,FLATRATE
ts511182,Mel Brooks: The 99 Year Old Man!,2026,show,1,true,true,false,false,Max,FLATRATE
ts525929,Twenty Twenty Six,2026,show,1,true,true,false,false,BritBox,ADS|BUY|FLATRATE
ts503908,My Two Cents,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts492177,Filing for Love,2026,show,1,true,true,false,false,Rakuten Viki,ADS|FLATRATE
ts490593,Flunked,2026,show,1,true,true,false,false,Netflix,FLATRATE
tm1352761,Scream 7,2026,movie,1,true,true,false,false,Paramount+,BUY|CINEMA|FLATRATE|RENT
tm2861790,The Crash,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1625454,The Punisher: One Last Kill,2026,movie,1,true,true,false,false,Disney+,FLATRATE
tm1674486,Normal,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1673707,The Furious,2026,movie,0,false,false,false,false,,BUY|CINEMA
tm1663979,Dead Man's Wire,2026,movie,1,true,true,false,false,Netflix,BUY|CINEMA|FLATRATE|RENT
tm1663575,Tuner,2026,movie,0,false,false,false,true,,CINEMA
tm1630481,Crime 101,2026,movie,1,true,true,false,false,Amazon Prime Video,BUY|CINEMA|FLATRATE
tm1418154,Psycho Killer,2026,movie,2,true,false,false,false,Disney+|Hulu,BUY|CINEMA|FLATRATE|RENT
tm2883895,Maternal Instinct,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1663569,Fuze,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1461092,Mercy,2026,movie,2,true,false,false,false,Amazon Prime Video|MGM+,BUY|FLATRATE|RENT
tm1671114,Carolina Caroline,2026,movie,0,false,false,false,false,,BUY|CINEMA
tm2880564,Colors of Evil: Black,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1546803,The Rip,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1670680,Wasteman,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1854448,Good Boy,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm2865067,The Marked Woman,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1536806,Peaky Blinders: The Immortal Man,2026,movie,1,true,true,false,false,Netflix,CINEMA|FLATRATE
tm1917667,Dhurandhar The Revenge,2026,movie,1,true,true,false,false,Netflix,CINEMA|FLATRATE
tm2878182,The Murder of Rachel Nickell,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1633156,How to Rob a Bank,2026,movie,0,false,false,false,false,,
tm1624377,In Cold Light,2026,movie,2,true,false,false,false,Disney+|Hulu,BUY|FLATRATE|RENT
tm1940791,One Mile: Chapter One,2026,movie,0,false,false,true,false,,BUY|RENT
tm1541543,Zeta,2026,movie,1,true,true,false,false,Amazon Prime Video,FLATRATE
tm1956858,The Truth and Tragedy of Moriah Wilson,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1562625,Verity,2026,movie,0,false,false,false,false,,
tm1958040,Paper Tiger,2026,movie,0,false,false,false,false,,
tm1961078,Wild Horse Nine,2026,movie,0,false,false,false,false,,
tm1945203,State of Fear,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1334596,The Rivals of Amziah King,2026,movie,0,false,false,false,false,,
tm2860456,180,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1910876,Her Private Hell,2026,movie,0,false,false,false,false,,
tm1928076,Kidnapped: Elizabeth Smart,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1940303,Drishyam 3,2026,movie,0,false,false,false,true,,CINEMA
tm1943324,Vengeance,2026,movie,1,true,true,false,false,Amazon Prime Video,FLATRATE
tm2868362,Dridam,2026,movie,1,true,true,false,false,Hulu,CINEMA|FLATRATE
tm2873958,The Whisper Man,2026,movie,0,false,false,false,false,,
tm1948644,The Investigation of Lucy Letby,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1483551,Enola Holmes 3,2026,movie,0,false,false,false,false,,
tm1933194,Oscar Shaw,2026,movie,0,false,false,true,false,,BUY|FREE|RENT
tm1900163,Il falsario,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1957722,The Red Line,2026,movie,1,true,true,false,false,Netflix,FLATRATE
ts381440,Spider-Noir,2026,show,1,true,true,false,false,Amazon Prime Video,ADS|FLATRATE
ts459331,Cape Fear,2026,show,1,true,true,false,false,Apple TV+,FLATRATE|FREE
ts457704,Legends,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts486999,Marshals,2026,show,1,true,true,false,false,Paramount+,BUY|FLATRATE
ts471854,Nemesis,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts387348,Man on Fire,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts486130,The Witness,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts461540,Lucky,2026,show,0,false,false,false,false,,
ts444630,M.I.A.,2026,show,1,true,true,false,false,Peacock,FLATRATE
ts468089,Unconditional,2026,show,1,true,true,false,false,Apple TV+,FLATRATE
ts451286,PONIES,2026,show,1,true,true,false,false,Peacock,BUY|FLATRATE
ts475381,You’re Killing Me,2026,show,2,true,false,false,false,AMC+|Acorn TV,FLATRATE
ts298138,Scarpetta,2026,show,1,true,true,false,false,Amazon Prime Video,ADS|FLATRATE
ts252739,Imperfect Women,2026,show,1,true,true,false,false,Apple TV+,FLATRATE|FREE
ts461186,I Will Find You,2026,show,0,false,false,false,false,,
ts526393,Should I Marry a Murderer?,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts443982,HIS & HERS,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts482915,CIA,2026,show,1,true,true,false,false,Paramount+,BUY|FLATRATE
ts470663,Lanterns,2026,show,0,false,false,false,false,,
ts528797,Berlin and the Lady with an Ermine,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts528876,Allegedly with Ellison Barber,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts468951,Memory of a Killer,2026,show,3,true,false,false,false,Disney+|FOX One|Hulu,BUY|FLATRATE|FREE
ts425692,Detective Hole,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts414990,56 Days,2026,show,1,true,true,false,false,Amazon Prime Video,ADS|FLATRATE
ts59114,Steal,2026,show,1,true,true,false,false,Amazon Prime Video,ADS|FLATRATE
ts524599,Trust Me: The False Prophet,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts434395,Agatha Christie's Seven Dials,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts519436,The Evil Lawyer,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts525085,A Taste for Murder,2026,show,1,true,true,false,false,BritBox,FLATRATE
ts454317,Unfamiliar,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts145846,The Westies,2026,show,0,false,false,false,false,,
ts457696,Under Salt Marsh,2026,show,0,false,false,false,false,,
ts506718,Run Away,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts461280,Gold Land,2026,show,1,true,true,false,false,Disney+,FLATRATE
ts519601,Twisted Yoga,2026,show,1,true,true,false,false,Apple TV+,FLATRATE
ts517312,Murder in Glitterball City,2026,show,1,true,true,false,false,Max,FLATRATE
ts522748,The Predator of Seville,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts517664,The Scream Murder: A True Teen Horror Story,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts521354,Evil Lives Here: My Child the Killer,2026,show,2,true,false,false,false,Discovery+|Max,ADS|BUY|FLATRATE|FREE
ts469744,That Night,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts520169,"A Friend, A Murderer",2026,show,1,true,true,false,false,Netflix,FLATRATE
ts481643,The Scarecrow,2026,show,2,true,false,false,false,Amasian TV|Rakuten Viki,ADS|FLATRATE
ts521831,The Silent Noise,2026,show,1,true,true,false,false,Amazon Prime Video,FLATRATE
ts515545,Siren's Kiss,2026,show,1,true,true,false,false,Amazon Prime Video,FLATRATE
tm1433295,Star Wars: The Mandalorian and Grogu,2026,movie,0,false,false,false,true,,CINEMA
tm319412,Masters of the Universe,2026,movie,0,false,false,false,true,,CINEMA
tm1544003,The Odyssey,2026,movie,0,false,false,false,true,,CINEMA
tm1282106,The Legend of Aang: The Last Airbender,2026,movie,0,false,false,false,false,,
tm1265001,Spider-Man: Brand New Day,2026,movie,0,false,false,false,true,,CINEMA
tm1486845,Supergirl,2026,movie,0,false,false,false,true,,CINEMA
tm1674689,Skate to Hell,2026,movie,1,true,true,false,false,Amazon Prime Video,ADS|BUY|FLATRATE|FREE|RENT
tm1636059,The Magic Faraway Tree,2026,movie,0,false,false,false,true,,CINEMA
tm1663688,Rose of Nevada,2026,movie,0,false,false,false,true,,CINEMA
tm1562469,Karuppu,2026,movie,1,true,true,false,false,Amazon Prime Video,CINEMA|FLATRATE
tm1633773,Evil Dead Burn,2026,movie,0,false,false,false,true,,CINEMA
tm1968974,Sambhavam Adhyayam Onnu,2026,movie,0,false,false,false,true,,CINEMA
tm1594385,Honey Bunch,2026,movie,2,true,false,false,false,AMC+|Shudder,BUY|FLATRATE|RENT
tm1573612,OBEX,2026,movie,0,false,false,true,false,,BUY|FREE|RENT
tm985864,Coyote vs. Acme,2026,movie,0,false,false,false,false,,
tm1661497,Gekijou-ban Tensei Shitara Slime Datta Ken: Soukai no Namida-hen,2026,movie,0,false,false,false,true,,CINEMA
tm1497365,The Hunger Games: Sunrise on the Reaping,2026,movie,0,false,false,false,false,,
tm1110216,Wildwood,2026,movie,0,false,false,false,false,,
tm1632881,Practical Magic 2,2026,movie,0,false,false,false,false,,
tm1851449,Hexed,2026,movie,0,false,false,false,false,,
tm1509152,Street Fighter,2026,movie,0,false,false,false,false,,
tm1991326,Raakaasa,2026,movie,1,true,true,false,false,Netflix,CINEMA|FLATRATE
tm1924974,Gale: Yellow Brick Road,2026,movie,1,true,true,false,false,Chilling,CINEMA|FLATRATE
tm1933753,Wicker,2026,movie,0,false,false,false,false,,
tm637827,Starbright,2026,movie,0,false,false,false,false,,ADS|BUY|CINEMA|RENT
tm1436214,The RajaSaab,2026,movie,0,false,false,false,true,,CINEMA
tm1930041,Demon Squad: Tooth and Claw,2026,movie,0,false,false,true,false,,ADS|BUY|RENT
tm1510416,Minions & Monsters,2026,movie,0,false,false,false,true,,CINEMA
tm1960929,Discipline,2026,movie,1,true,true,false,false,MUBI,FLATRATE
tm1909252,Chô Kaguya-hime!,2026,movie,1,true,true,false,false,Netflix,CINEMA|FLATRATE
tm1624070,Forgotten Island,2026,movie,0,false,false,false,false,,
tm1349352,Moana,2026,movie,0,false,false,false,true,,CINEMA
tm1933689,The Land of Sometimes,2026,movie,0,false,false,false,false,,BUY|CINEMA|RENT
tm1145067,Untitled Shang-Chi Sequel,2026,movie,0,false,false,false,false,,
tm1114504,The Cat in the Hat,2026,movie,0,false,false,false,false,,
tm1588029,Panda Plan 2: The Magical Tribe,2026,movie,0,false,false,false,true,,CINEMA
tm1436682,Pinocchio: Unstrung,2026,movie,0,false,false,false,false,,
tm1477063,Woodwalkers 2,2026,movie,0,false,false,false,false,,
tm1552504,Jumanji 3,2026,movie,0,false,false,false,false,,
tm1622552,The Angry Birds Movie 3,2026,movie,0,false,false,false,false,,
tm866493,The Legend Hunters,2026,movie,0,false,false,false,false,,
ts404091,The Boroughs,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts386460,A Knight of the Seven Kingdoms,2026,show,1,true,true,false,false,Max,BUY|FLATRATE
ts435860,Witch Hat Atelier,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts390315,Stranger Things: Tales from '85,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts490432,Mao,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts358381,Dragon Striker,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts465568,Boyfriend on Demand,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts390355,Harry Potter and the Philosopher's Stone,2026,show,0,false,false,false,false,,
ts435524,Yûsha-kei ni Shosu Chôbatsu Yûsha 9004-tai Keimu Kiroku,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts409029,My Brother the Minotaur,2026,show,1,true,true,false,false,Apple TV+,FLATRATE
ts446279,Sofia the First: Royal Magic,2026,show,1,true,true,false,false,Disney+,BUY|FLATRATE|FREE
ts461345,Veil of Shadows,2026,show,2,true,false,false,false,Netflix|Rakuten Viki,ADS|FLATRATE
ts472882,"Jack-of-All-Trades, Party of None",2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts446028,SHIBOYUGI: Playing Death Games to Put Food on the Table,2026,show,2,true,false,false,false,Crunchyroll|Netflix,BUY|FLATRATE
ts454332,No Tail to Tell,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts511840,Steel Ball Run: JoJo's Bizarre Adventure,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts371952,Agent from Above,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts450201,DARK MOON: THE BLOOD ALTAR,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts490181,Yoroi Shin Den Samurai Troopers,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts525275,Dandelion,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts476817,Easygoing Territory Defense by the Optimistic Lord,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts521023,Release that Witch,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts451804,The Warrior Princess and the Barbaric King,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts520171,Unicorn Academy: Secrets Revealed,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts465756,"Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power",2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts467255,Kunon the Sorcerer Can See,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts485832,"There Was a Cute Girl in the Hero's Party, So I Tried Confessing to Her",2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts473648,Dead Account,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts392610,Magicampers,2026,show,1,true,true,false,false,Disney+,FLATRATE
ts471699,Scum of the Brave,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts480336,29-Sai Dokushin Chuuken Boukensha no Nichijou,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts471711,Champignon Witch,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts477378,Odayaka Kizoku no Kyuka no Susume,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts471760,Isekai Office Worker: The Other World's Books Depend on the Bean Counter,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts498312,The Legend of Kitchen Soldier,2026,show,1,true,true,false,false,Rakuten Viki,ADS|FLATRATE
ts456524,The Case Book of Arne,2026,show,1,true,true,false,false,Crunchyroll,FLATRATE
ts422308,Wishing Upon the Shooting Stars,2026,show,1,true,true,false,false,Rakuten Viki,ADS|FLATRATE
ts477991,Agents of the Four Seasons Dance of Spring,2026,show,1,true,true,false,false,Crunchyroll,BUY|FLATRATE
ts496249,Petals of Reincarnation,2026,show,1,true,true,false,false,Hidive,FLATRATE
ts473665,Mahô no Shimai Lulutto Lily,2026,show,0,false,false,false,false,,ADS
ts485469,"Goodbye, Lara",2026,show,0,false,false,false,false,,
ts437591,Adventure Time: Side Quests,2026,show,0,false,false,false,false,,
ts508260,Magic Knight Rayearth,2026,show,0,false,false,false,false,,
ts462561,Ewilan's Quest,2026,show,0,false,false,false,false,,
ts124334,Tales from Outer Suburbia,2026,show,0,false,false,false,false,,FREE
ts467897,Buffy the Vampire Slayer: New Sunnydale,2026,show,0,false,false,false,false,,
ts435906,Motel Transylvania,2026,show,0,false,false,false,false,,
tm1573629,Jimpa,2026,movie,1,true,true,false,false,Hulu,BUY|FLATRATE|RENT
tm1973807,Orangutan,2026,movie,1,true,true,false,false,Disney+,FLATRATE
tm1931968,The Muppet Show,2026,movie,1,true,true,false,false,Disney+,FLATRATE
tm1963093,Hannah Montana 20th Anniversary Special,2026,movie,2,true,false,false,false,Disney+|Hulu,FLATRATE
tm2880818,Summer House,2026,movie,1,true,true,false,false,Amazon Prime Video,FLATRATE
tm1920140,Youth,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1942607,The Lotto Winner,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm2867770,"What's the Story, Wishbone?",2026,movie,0,false,false,true,false,,BUY|RENT
tm2874157,Bride of the Year,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1641931,The Secret Between Us,2026,movie,1,true,true,false,false,Angel Studios,BUY|FLATRATE|RENT
tm1905752,Biker,2026,movie,1,true,true,false,false,Netflix,FLATRATE
tm1615358,Idiotka,2026,movie,0,false,false,true,false,,BUY|FREE|RENT
tm1527310,Ray Gunn,2026,movie,0,false,false,false,false,,
tm2880821,Blast,2026,movie,0,false,false,false,false,,
tm1975666,Bonolota Express,2026,movie,0,false,false,false,false,,
tm1959474,Ginny Wedss Sunny 2,2026,movie,0,false,false,false,false,,
tm1944741,Madhuvidhu,2026,movie,0,false,false,false,false,,
tm1977114,Daadi Ki Shaadi,2026,movie,0,false,false,false,false,,
tm2878302,The Great Grand Superhero,2026,movie,0,false,false,false,false,,
tm1453176,Paw Patrol 3,2026,movie,0,false,false,false,false,,
tm1974103,Flavia,2026,movie,0,false,false,false,false,,
tm1949851,Now I Met Her,2026,movie,0,false,false,false,false,,
tm1560654,Masha and the Bear: Wonder Park,2026,movie,0,false,false,false,false,,
tm1441090,Robert Shields: My Life as a Robot,2026,movie,0,false,false,true,false,,RENT
tm1389731,Cheburashka 2,2026,movie,0,false,false,false,false,,
tm1466072,The Legendaries,2026,movie,0,false,false,false,false,,
ts478665,Star Wars: Maul - Shadow Lord,2026,show,1,true,true,false,false,Disney+,FLATRATE
ts458784,It's Not Like That,2026,show,2,true,false,false,false,Amazon Prime Video|Wonder Project,ADS|FLATRATE
ts476407,Crookhaven,2026,show,0,false,false,false,false,,
ts468432,Little House on the Prairie,2026,show,0,false,false,false,false,,
ts465996,Finding Her Edge,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts519604,Keluarga Yang Tak Dirindukan,2026,show,1,true,true,false,false,Netflix,FLATRATE
ts522623,O11CE: Nueva generación,2026,show,2,true,false,false,false,Disney+|Hulu,FLATRATE
ts515806,Cabbage Your Life,2026,show,1,true,true,false,false,Kocowa,FLATRATE
ts478560,The Water,2026,show,0,false,false,false,false,,
ts490407,Positively Yours,2026,show,1,true,true,false,false,Rakuten Viki,ADS|FLATRATE
ts520666,Sangamarmar,2026,show,0,false,false,false,false,,
ts510274,Recipe For Love,2026,show,2,true,false,false,false,Kocowa|OnDemandKorea,ADS|FLATRATE
ts519041,Corazón de oro,2026,show,1,true,true,false,false,ViX,ADS|FLATRATE
ts519855,Locker Diaries: Zombies,2026,show,1,true,true,false,false,Disney+,FLATRATE
